Price,Close,High,Low,Open,Volume,Daily_Return,Rolling_Mean_30,Rolling_STD_30
Ticker,BND,BND,BND,BND,BND,,,
Date,,,,,,,,
2015-01-02,59.40541076660156,59.43416177415233,59.24009384410811,59.24728296691929,2218800,,,
2015-01-05,59.577919006347656,59.59948089386604,59.44135307380497,59.470104085061045,5820100,0.002903914601716462,,
2015-01-06,59.75041198730469,59.93010167201969,59.67853721015748,59.67853721015748,3887600,0.002895250183858389,,
2015-01-07,59.786373138427734,59.85824794084589,59.692936443653714,59.75762212072129,2433400,0.0006018561199325756,,
2015-01-08,59.69291687011719,59.736040640688444,59.63541485355942,59.736040640688444,1873400,-0.0015631700570657436,,
2015-01-09,59.793514251708984,59.865388996414275,59.656948398184866,59.664137517762846,1646100,0.0016852482148037584,,
2015-01-12,59.87259292602539,59.89415480640135,59.800712679848345,59.83665280293687,4397900,0.0013225292961291935,,
2015-01-13,59.930076599121094,59.994767710074605,59.822267220351414,59.879763727798014,2223400,0.0009600999436707447,,
2015-01-14,60.066654205322266,60.17446908887068,60.05228144657243,60.11696708648582,2481200,0.0022789493014458984,,
2015-01-15,60.33259201049805,60.34696476809413,60.052276625989606,60.052276625989606,4214500,0.004427378363155432,,
2015-01-16,60.152931213378906,60.267929780346904,60.07386729947187,60.23917876768117,3631300,-0.0029778398562402275,,
2015-01-20,60.0882453918457,60.25356235840823,60.06668350135829,60.16012018803554,3029500,-0.001075356100332714,,
2015-01-21,59.97322463989258,60.231978197459576,59.9660355178231,60.2247890753901,2473900,-0.0019141972144977037,,
2015-01-22,59.98760986328125,60.10979754538082,59.92292420229721,60.10979754538082,2157400,0.00023986076244941756,,
2015-01-23,60.18165588378906,60.21040140017757,60.09540288354585,60.116964762683516,6255000,0.0032347683288276308,,
2015-01-26,60.10980987548828,60.19606292485434,60.073875217690855,60.1816901584745,7810500,-0.0011938190673834725,,
2015-01-27,60.14570236206055,60.29664096608702,60.109762249043676,60.275079091753426,1154100,0.0005971152902763954,,
2015-01-28,60.361392974853516,60.44045143261285,60.10263925439628,60.11701202388974,1394600,0.003586135074033603,,
2015-01-29,60.29664611816406,60.35414811042781,60.20320949350432,60.332586234251856,1551300,-0.0010726534544427402,,
2015-01-30,60.627296447753906,60.627296447753906,60.45479589177527,60.51948154388208,10474400,0.005483726722409488,,
2015-02-02,60.555267333984375,60.62728724599105,60.432832934096325,60.46163650308534,6070500,-0.0011880640897719008,,
2015-02-03,60.36799621582031,60.49043058538546,60.331983521352576,60.44721974783675,1237200,-0.0030925652946289794,,
2015-02-04,60.389610290527344,60.39681392940656,60.18074872116193,60.24557048154192,2945700,0.0003580386307631134,,
2015-02-05,60.25999450683594,60.324816291142014,60.21678364714424,60.27440178991219,2128200,-0.0021463258840028754,,
2015-02-06,59.8710823059082,60.07994395941454,59.856680517114434,60.05113488705828,2907700,-0.006453903690343266,,
2015-02-09,59.84946823120117,59.986309931437006,59.82065916300584,59.97190264995538,1384600,-0.0003610102552781269,,
2015-02-10,59.74141311645508,59.80623486919194,59.705405915837574,59.77742581183843,1447900,-0.001805448200954296,,
2015-02-11,59.74141311645508,59.813438507221775,59.69820227780773,59.77742581183843,1904000,0.0,,
2015-02-12,59.77021026611328,59.849433784360706,59.748604851093944,59.77021026611328,4662900,0.0004820299379606485,,
2015-02-13,59.6334342956543,59.79907964107667,59.6334342956543,59.79907964107667,1883000,-0.002288363548497152,60.01042887369792,
2015-02-17,59.3957405090332,59.6334112115275,59.374135080582484,59.61900392938158,5281500,-0.003985914771278187,60.01010653177897,0.002639945138037101
2015-02-18,59.561370849609375,59.64779803650053,59.41012739362494,59.48214730198418,3813000,0.002788589537847219,60.009554926554365,0.0026356481456637337
2015-02-19,59.510963439941406,59.640601488308285,59.4893580143415,59.59018699698603,1322700,-0.000846310434916675,60.00157330830892,0.0025816030448393423
2015-02-20,59.5253791809082,59.69102446389667,59.438951971456675,59.59739910806702,3145800,0.0002422367263696934,59.99287350972494,0.002578918135651381
2015-02-23,59.64778518676758,59.698199661235094,59.59737071230007,59.63338340610498,3952700,0.0020563666715562867,59.99136912027995,0.0025947861134089653
2015-02-24,59.892662048339844,59.93587288699229,59.54695885482265,59.647787808188944,2542200,0.004105380624033428,59.99467404683431,0.0026857199895917324
2015-02-25,59.95027542114258,59.96468269738489,59.83504468503368,59.88545916234993,4934600,0.0009619437646006812,59.997263463338214,0.0026806710763892885
2015-02-26,59.784671783447266,59.950317112066244,59.77746814031652,59.878297165068005,2187500,-0.002762349906351047,59.99241663614909,0.002722755080124954
2015-02-27,59.83504867553711,59.85665409657556,59.72701607557857,59.7990359772955,4094400,0.0008426389338109797,59.98469645182292,0.0026923507420685538
2015-03-02,59.64165496826172,59.894219854499646,59.627219543047204,59.86535450957223,2476100,-0.0032321141464108916,59.96166521708171,0.0026075764813299645
2015-03-03,59.56950759887695,59.684963498746775,59.55507217045396,59.62723279606045,2648100,-0.001209680875273511,59.94221776326497,0.002566505979088429
2015-03-04,59.56950759887695,59.648885938694946,59.540642247533796,59.60558515892879,1425400,0.0,59.92492650349935,0.0025631234753345266
2015-03-05,59.60556411743164,59.663294799738324,59.53340351729873,59.583916487941856,1340800,0.0006052848178212944,59.912671152750654,0.002549166190342708
2015-03-06,59.25921630859375,59.39631985567055,59.194267886923065,59.39631985567055,1580000,-0.005810662376343534,59.8883913675944,0.0027448573470077843
2015-03-09,59.33137512207031,59.389105827230686,59.30250976949012,59.37467039818906,1982300,0.0012176808599828615,59.86004867553711,0.0026765175047741767
2015-03-10,59.56227493286133,59.56949264526098,59.48289661296953,59.49732653226738,3766100,0.003891698284692602,59.841797510782875,0.0027878709750925124
2015-03-11,59.62724685668945,59.67054764666632,59.54065628774398,59.562303929980345,4829700,0.0010908234096391745,59.82451566060384,0.0027948052983777934
2015-03-12,59.670555114746094,59.81487641805386,59.641689752983574,59.800446489925015,8421500,0.0007263165807525063,59.80148773193359,0.0027055689236471854
2015-03-13,59.612823486328125,59.728279426120814,59.591175841711035,59.61282348632812,2114500,-0.0009675061394510687,59.77869364420573,0.002704708775496591
2015-03-16,59.72825241088867,59.800418534311014,59.65609179296857,59.76433547259984,1203700,0.0019363103072449483,59.748725509643556,0.002510219228442657
2015-03-17,59.77876281738281,59.77876281738281,59.706602202572995,59.735467549597324,1471300,0.0008456702557888551,59.72284202575683,0.0025183006878826742
2015-03-18,60.14682388305664,60.14682388305664,59.728284367484505,59.843745822334135,5534300,0.00615705391558885,59.71546961466471,0.002737395554116497
2015-03-19,59.966373443603516,60.12513006936736,59.93029589579416,60.11070015134381,1208100,-0.003000165724527326,59.701361719767256,0.0027854686184663573
2015-03-20,60.125179290771484,60.13239700844251,60.0025056178913,60.0025056178913,1011200,0.002648248310652246,59.69686787923177,0.0028092106997795094
2015-03-23,60.15401840209961,60.16123611662051,60.052992420819216,60.15401840209961,1572700,0.00047965114895798244,59.70629908243815,0.002538091353037335
2015-03-24,60.25503158569336,60.29111464513106,60.13235799240821,60.19008868530778,2300500,0.0016792424891471924,59.719817860921225,0.002550943525403135
2015-03-25,60.161231994628906,60.32720087871676,60.14679656657616,60.32720087871676,1559900,-0.0015567096820960913,59.73381182352702,0.002544501471930819
2015-03-26,59.966373443603516,60.08183480979575,59.9086427605074,60.0746170980335,2342500,-0.0032389388409264086,59.74131050109863,0.002622408161422242
2015-03-27,60.02412033081055,60.10349866512145,59.98803726775925,60.02412033081055,6542300,0.0009629878195209773,59.74977416992188,0.0026261107835991223
2015-03-30,60.09626388549805,60.125129226641526,60.04575091487219,60.11069930882023,1634800,0.0012019094039179556,59.765201822916666,0.0025916941248442862
2015-03-31,60.161231994628906,60.21174498180817,60.067418228794075,60.110719007449646,1996000,0.0010810673564440876,59.790718205769856,0.002467513040649819
2015-04-01,60.40062713623047,60.42955876504223,60.284900620983414,60.29936919446128,3132700,0.00397922605080514,59.81869341532389,0.0025158605132740604
2015-04-02,60.32109451293945,60.42958679176536,60.29939716080358,60.42235250167123,791200,-0.0013167516143770541,59.84569778442383,0.002525791799600934
2015-04-06,60.37167739868164,60.47293531007809,60.31381415841444,60.46570102550911,1768800,0.0008385604762415344,59.873907725016274,0.00252641504768139
2015-04-07,60.40784454345703,60.422313114213686,60.27042623012644,60.32105519148885,977400,0.0005990747041291211,59.89924303690592,0.0025088857523573095
2015-04-08,60.36445999145508,60.422323247900316,60.277665106787225,60.40785467471708,3470700,-0.0007181940082424676,59.91496963500977,0.002417812822907609
2015-04-09,60.23427200317383,60.37893014808058,60.17640874521112,60.37893014808058,1025400,-0.0021566992945796226,59.92443618774414,0.002453567204873403
2015-04-10,60.20532989501953,60.30658781975759,60.176398271073936,60.28489048133415,4290100,-0.00048049237073488626,59.93845812479655,0.002394492444683948
2015-04-13,60.219818115234375,60.28491015174361,60.17641790608337,60.248749748620085,6046400,0.000240646803864486,59.95128377278646,0.002391758710913634
2015-04-14,60.32828140258789,60.458465413116464,60.321047118177795,60.41507074294027,1398100,0.001801122798909205,59.97417132059733,0.002316871505004625
2015-04-15,60.386146545410156,60.451244076817666,60.36444920765527,60.42954673906278,1022400,0.0009591710799137232,60.0013926188151,0.0022991913099811587
2015-04-16,60.37167739868164,60.436769405375514,60.30657987384546,60.40060901881524,1289900,-0.00023961036688502357,60.02813161214193,0.0023012471382793595
2015-04-17,60.472984313964844,60.509150247974254,60.32109732378954,60.35725773965216,1693900,0.0016780536776241917,60.05704561869303,0.0023120762450371795
2015-04-20,60.40784454345703,60.45847350481945,60.33551824410257,60.42954739959201,2463600,-0.0010771714220290107,60.09533322652181,0.0020093749688569642
2015-04-21,60.33555221557617,60.40787855565343,60.292157515159026,60.37895243413936,1788000,-0.001196737417585747,60.128805796305336,0.0020337297532985136
2015-04-22,60.111305236816406,60.32105536825906,60.1113052368164,60.31382108285953,1501300,-0.0037166640649701765,60.14710680643717,0.002078046071476506
2015-04-23,60.227046966552734,60.29937880918743,60.133023296530425,60.16918921784777,5518000,0.0019254569382638476,60.16710014343262,0.0020944108780986707
2015-04-24,60.32109451293945,60.37895779739948,60.27046551857357,60.30662593275119,1597900,0.0015615500198598031,60.188784790039065,0.0021053040549633686
2015-04-27,60.2776985168457,60.350030386565486,60.23430380953137,60.350030386565486,1591400,-0.0007194165895719751,60.210947291056314,0.00210037646034137
2015-04-28,60.08961868286133,60.24150559465235,60.075150109465646,60.22703702125668,1217700,-0.0031202225468480727,60.2229928334554,0.002172169307607201
2015-04-29,59.901580810546875,59.973907141150214,59.829254479943536,59.908815099050805,1905200,-0.003129290490373582,60.22708676656087,0.0022514257312045505
2015-04-30,59.96665954589844,59.96665954589844,59.72074347727135,59.80753835763566,4229900,0.001086427678050672,60.2210812886556,0.0019487507060881224
2015-05-01,59.78478240966797,59.87898674311582,59.726807960431856,59.82826048222116,7173200,-0.0030329709476523137,60.21502825419108,0.0019504437391650502
2015-05-04,59.69779968261719,59.85722659741866,59.683308839792424,59.83548756880861,1190000,-0.0014549308962060747,60.200782267252606,0.0018941891277105178
2015-05-05,59.603607177734375,59.72679871673438,59.523893704558624,59.72679871673438,4175700,-0.0015778220534691245,60.18243522644043,0.0019046020036043339
2015-05-06,59.43693161010742,59.56737133537454,59.38620535743393,59.56737133537454,3938900,-0.002796400679743072,60.15516522725423,0.0019190824357630848
2015-05-07,59.56015396118164,59.60363204514552,59.480440454748376,59.49493130648659,3602900,0.0020731613785605063,60.13512929280599,0.0019611160939176833
2015-05-08,59.71958541870117,59.82103797466702,59.67610180275178,59.7703116966841,1735900,0.002676814059672239,60.12690302530925,0.0019562355589741675
2015-05-11,59.40795135498047,59.65433443713692,59.364467759675726,59.603608183237235,929200,-0.005218289134725218,60.10636405944824,0.002152240510480888
2015-05-12,59.335479736328125,59.44418042999888,59.24127541714517,59.31374070334336,2139600,-0.0012198976231195813,60.08100458780925,0.002137717830728325
2015-05-13,59.30651092529297,59.53840875910514,59.277529224815105,59.50217334038482,2372000,-0.0004882207266864169,60.052513885498044,0.002118776471459923
2015-05-14,59.42245864868164,59.46593672727383,59.349993341445156,59.386223230689126,1485300,0.001955058923205355,60.01990826924642,0.0020010080188405444
2015-05-15,59.66157913208008,59.69056635100408,59.52389122437774,59.53838759821309,1402700,0.004024075893799273,59.997924423217775,0.002160911538980316
2015-05-18,59.44418716430664,59.610862317317,59.436938976241606,59.610862317317,3747700,-0.0036437514885780953,59.96700808207194,0.002228780271776726
2015-05-19,59.31376647949219,59.40072817796937,59.248549352196314,59.27753658502204,4856500,-0.0021940023244655382,59.93053881327311,0.0022390144762802363
2015-05-20,59.31376647949219,59.3934799875756,59.26304020423451,59.33550552192415,4097400,0.0,59.89551569620768,0.002241618607478463
